,user_id,created_time,object_type,url,page_type,url_split
16875,108884,Fri Jun 29 20:26:04 2018,3.0,discussions-about/30168/0/,discussion page,discussions-about
16877,108885,Sat Jun 23 01:32:44 2018,3.0,discussions-about/29951/0/,discussion page,discussions-about
16879,108885,Sat Jun 23 01:33:09 2018,3.0,discussions-about/29774/0/,discussion page,discussions-about
16905,108921,Mon Jun 18 17:25:42 2018,14.0,document-reader/0b4f69fd-70b7-11e8-b504-022ab9c25860/1037/29914/1037/?track_id=5b24e788c803a0181f5a0512&src=d,document detail,document-reader
16906,108921,Mon Jun 25 18:36:20 2018,3.0,discussions-about/30008/,discussion page,discussions-about
16909,108921,Thu Jun 28 16:41:39 2018,3.0,discussions-about/30168/?track_id=5b34b8e3c803a01e611b2188&src=d,discussion page,discussions-about
16910,108924,Wed Jun  6 16:26:41 2018,3.0,discussions-about/29743/?track_id=5b17b846c803a01f2c7c4d5c&src=d,discussion page,discussions-about
16912,108925,Mon Jun 11 19:05:14 2018,3.0,discussions-about/29743/0/,discussion page,discussions-about
16914,108925,Mon Jun 11 19:05:43 2018,3.0,discussions-about/29699/0/,discussion page,discussions-about
16916,108932,Thu Jun 21 22:36:51 2018,,announcement-reply/29897/?track_id=5b229dedc803a067bf4178ba&src=n,,announcement-reply
16917,108932,Thu Jun 21 22:36:52 2018,2.0,announcement-reply/29897/,group page,announcement-reply
16918,108932,Thu Jun 21 22:39:47 2018,5.0,event-detail/5336/,event page,event-detail
16920,109332,Fri Jun  1 23:42:19 2018,,pendingConnections?track_id=5b116bfac803a05f77483d8c&src=w,pending connection,pendingConnections
16921,109332,Fri Jun 15 21:39:12 2018,3.0,discussions-about/29846/,discussion page,discussions-about
16923,109332,Fri Jun 15 21:43:58 2018,3.0,discussions-about/29773/,discussion page,discussions-about
16925,109332,Fri Jun 15 23:17:27 2018,3.0,discussions-about/29861/?track_id=5b23e436c803a0099f44b254&src=w,discussion page,discussions-about
16927,109332,Sat Jun 23 01:02:14 2018,3.0,discussions-about/29948/?track_id=5b2d1b75c803a0756810d1dc&src=w,discussion page,discussions-about
16929,109332,Fri Jun 29 22:44:35 2018,3.0,discussions-about/30008/,discussion page,discussions-about
16931,109332,Fri Jun 29 22:50:16 2018,3.0,discussions-about/30172/,discussion page,discussions-about
16933,109437,Mon Jun 25 14:11:54 2018,3.0,discussions-about/29818/,discussion page,discussions-about
16935,109437,Mon Jun 25 14:17:48 2018,,main-home,main home,main-home
16936,109437,Mon Jun 25 14:19:28 2018,5.0,event-detail/4162,event page,event-detail
16938,110600,Fri Jun  1 21:24:51 2018,5.0,event-detail/5346?track_id=5b116c16c803a05f77483e15&src=w,event page,event-detail
16940,110600,Fri Jun  1 21:24:57 2018,,profile-edit/110600,profile edit,profile-edit
16941,110600,Fri Jun  1 21:24:57 2018,1.0,profile/110600,profile page,profile
16942,110600,Fri Jun  1 21:25:12 2018,,group-home/618,group home,group-home
16943,110600,Fri Jun  1 21:25:12 2018,2.0,group-home/618,group page,group-home
16944,110600,Fri Jun  1 21:25:34 2018,,group-discussions/618,discussion,group-discussions
16945,110600,Fri Jun  1 21:25:42 2018,,search?search_text=Kristian%20Berg&groups=618,search,search
16946,110600,Fri Jun  1 21:25:42 2018,2.0,search?search_text=Kristian%20Berg&groups=618&my_groups_only=&limit=5&offset=0,group page,search
16947,110600,Fri Jun  1 21:26:34 2018,3.0,discussions-about/17601/0/,discussion page,discussions-about
16948,110637,Mon Jun 18 20:45:00 2018,,main-home,main home,main-home
16949,110637,Mon Jun 18 20:45:18 2018,,manageAccount/,manageaccount,manageAccount
16950,110637,Mon Jun 18 20:45:33 2018,,group-home/1846,group home,group-home
16951,110637,Mon Jun 18 20:45:33 2018,2.0,group-home/1846,group page,group-home
16952,110637,Mon Jun 18 20:45:36 2018,,group-admin-members/1846,group admin,group-admin-members
16953,110637,Mon Jun 18 20:45:50 2018,,group-admin-members/1846,group admin,group-admin-members
16964,110639,Fri Jun  8 20:07:09 2018,3.0,discussions-about/29787/?track_id=5b1a5b07c803a001b1078ef0&src=d,discussion page,discussions-about
