,user_id,created_time,object_type,url,page_type
12544,14330,Fri Jun  1 21:26:17 2018,NaN,group-home/41,group home
12545,14330,Fri Jun  1 21:26:18 2018,2.0,group-home/41,group page
12546,14330,Fri Jun  1 21:26:22 2018,NaN,group-events/41,events
12547,14330,Wed Jun  6 19:03:07 2018,NaN,main-home,main home
12548,14330,Wed Jun  6 19:03:38 2018,NaN,myGroups,mygroups
12549,14330,Wed Jun  6 19:03:40 2018,NaN,group-home/41,group home
12550,14330,Wed Jun  6 19:03:41 2018,2.0,group-home/41,group page
12551,14330,Wed Jun  6 19:04:00 2018,NaN,group-events/41,events
12552,14330,Wed Jun  6 19:04:01 2018,NaN,event-entry/,event entry
12553,14330,Wed Jun  6 19:07:33 2018,5.0,event-detail/5368,event page
12554,14330,Wed Jun  6 19:07:35 2018,2.0,event-detail/5368,group page
12555,14330,Thu Jun  7 01:02:11 2018,NaN,main-home,main home
12556,14330,Thu Jun  7 01:02:14 2018,NaN,group-home/478,group home
12557,14330,Thu Jun  7 01:02:15 2018,2.0,group-home/478,group page
12558,14330,Thu Jun  7 01:02:17 2018,NaN,group-library/478/,library
12559,14330,Thu Jun  7 01:03:24 2018,14.0,document upload,document detail
12560,14330,Thu Jun  7 01:03:25 2018,NaN,reviewDocs/MTQzMzAtMTUyODMxMzYwMw==,review-docs
12561,14330,Thu Jun  7 01:03:30 2018,NaN,group-library/478/,library
12562,14330,Thu Jun  7 01:03:30 2018,2.0,group-library/478/,group page
12563,14330,Thu Jun  7 01:03:46 2018,14.0,document upload,document detail
12564,14330,Thu Jun  7 01:03:47 2018,NaN,reviewDocs/MTQzMzAtMTUyODMxMzYyNQ==,review-docs
12565,14330,Thu Jun  7 01:03:50 2018,NaN,group-library/478/,library
12566,14330,Thu Jun  7 01:03:50 2018,2.0,group-library/478/,group page
12567,14330,Fri Jun  8 19:07:58 2018,NaN,group-home/41,group home
12568,14330,Fri Jun  8 19:07:58 2018,2.0,group-home/41,group page
12569,14330,Fri Jun  8 19:08:38 2018,NaN,group-events/41,events
12570,14330,Wed Jun 13 22:00:55 2018,NaN,main-home,main home
12571,14330,Wed Jun 13 22:01:00 2018,NaN,group-home/41,group home
12572,14330,Wed Jun 13 22:01:01 2018,2.0,group-home/41,group page
12573,14330,Wed Jun 13 22:01:04 2018,NaN,group-events/41,events
12574,14330,Wed Jun 13 22:01:12 2018,NaN,group-library/41/,library
12575,14330,Wed Jun 13 22:01:15 2018,NaN,group-library/41/,library
12576,14330,Wed Jun 13 22:01:15 2018,2.0,group-library/41/,group page
12577,14330,Wed Jun 13 22:01:17 2018,NaN,group-library/41/,library
12578,14330,Wed Jun 13 22:01:18 2018,2.0,group-library/41/,group page
12579,14330,Wed Jun 13 22:01:44 2018,NaN,search?tags=2018%20AAAS%20brochure&groups=41,search
12580,14330,Wed Jun 13 22:01:45 2018,2.0,search?tags=2018%20AAAS%20brochure&groups=41&my_groups_only=&limit=5&offset=0,group page
12581,14330,Thu Jun 14 19:20:22 2018,NaN,main-home,main home
12582,14330,Thu Jun 14 19:20:28 2018,NaN,myGroups,mygroups
12583,14330,Thu Jun 14 19:20:29 2018,NaN,group-home/41,group home
12584,14330,Thu Jun 14 19:20:30 2018,2.0,group-home/41,group page
12585,14330,Thu Jun 14 19:20:31 2018,NaN,group-events/41,events
12586,14330,Thu Jun 14 19:20:34 2018,NaN,event-entry/,event entry
12587,14330,Thu Jun 14 19:23:20 2018,5.0,event-detail/5395,event page
12588,14330,Thu Jun 14 19:23:21 2018,2.0,event-detail/5395,group page
12589,14330,Fri Jun 22 19:14:14 2018,NaN,main-home,main home
12590,14330,Fri Jun 22 19:14:17 2018,2.0,group-home/41,group page
12591,14330,Fri Jun 22 19:14:24 2018,NaN,group-events/41,events
12592,14330,Fri Jun 22 19:14:29 2018,NaN,group-news/41,group news
12593,14330,Fri Jun 22 19:14:41 2018,NaN,group-home/41,group home
12594,14330,Fri Jun 22 19:14:47 2018,NaN,group-discussions/41,discussion
12595,14330,Fri Jun 22 19:14:47 2018,NaN,group-events/41,events
12596,14330,Tue Jun 26 00:24:12 2018,NaN,main-home,main home
12597,14330,Tue Jun 26 00:24:38 2018,NaN,group-home/478,group home
12598,14330,Tue Jun 26 00:24:38 2018,2.0,group-home/478,group page
12599,14330,Tue Jun 26 00:24:40 2018,NaN,group-library/478/,library
12600,14330,Tue Jun 26 00:24:52 2018,14.0,document upload,document detail
12601,14330,Tue Jun 26 00:24:52 2018,NaN,reviewDocs/MTQzMzAtMTUyOTk1Mjg5MQ==,review-docs
12602,14330,Tue Jun 26 00:24:55 2018,NaN,group-library/478/,library
12603,14330,Tue Jun 26 00:24:55 2018,2.0,group-library/478/,group page
12604,14330,Tue Jun 26 00:25:07 2018,2.0,document-reader/3dbea3eb-78a9-11e8-b504-022ab9c25860/478/30103/478/0/?tabval=full,group page
12605,14330,Tue Jun 26 00:25:08 2018,14.0,document-reader/3dbea3eb-78a9-11e8-b504-022ab9c25860/478/30103/478/0/?tabval=full,document detail
12606,14330,Tue Jun 26 00:25:13 2018,NaN,group-library/478/,library
12607,14330,Tue Jun 26 00:26:42 2018,NaN,group-library/478/,library
12608,14330,Tue Jun 26 00:26:42 2018,2.0,group-library/478/,group page
12609,14330,Tue Jun 26 19:27:56 2018,NaN,main-home,main home
12610,14330,Tue Jun 26 19:28:09 2018,NaN,group-home/478,group home
12611,14330,Tue Jun 26 19:28:09 2018,2.0,group-home/478,group page
12612,14330,Tue Jun 26 19:28:10 2018,NaN,group-library/478/,library
12613,14330,Tue Jun 26 19:28:29 2018,NaN,group-library/478/,library
12614,14330,Tue Jun 26 19:29:00 2018,14.0,document upload,document detail
12615,14330,Tue Jun 26 19:29:00 2018,NaN,reviewDocs/MTQzMzAtMTUzMDAyMTUzOQ==,review-docs
12616,14330,Tue Jun 26 19:29:35 2018,NaN,group-library/478/,library
12617,14330,Tue Jun 26 19:29:35 2018,2.0,group-library/478/,group page
12618,14330,Tue Jun 26 23:45:58 2018,NaN,group-library/478/,library
12619,14330,Tue Jun 26 23:46:00 2018,2.0,group-library/478/,group page
12620,14330,Tue Jun 26 23:46:02 2018,NaN,group-library/478/,library
12621,14330,Tue Jun 26 23:46:03 2018,2.0,group-library/478/,group page
12622,14330,Tue Jun 26 23:46:05 2018,NaN,group-news/478,group news
12623,14330,Wed Jun 27 20:07:18 2018,NaN,group-library/478/,library
12624,14330,Wed Jun 27 20:07:21 2018,NaN,group-library/478/,library
12625,14330,Wed Jun 27 20:07:22 2018,2.0,group-library/478/,group page
12626,14330,Wed Jun 27 20:16:20 2018,14.0,document upload,document detail
12627,14330,Wed Jun 27 20:16:21 2018,NaN,reviewDocs/MTQzMzAtMTUzMDExMDc3OQ==,review-docs
12628,14330,Wed Jun 27 20:17:07 2018,NaN,group-library/478/,library
12629,14330,Wed Jun 27 20:17:07 2018,2.0,group-library/478/,group page
12630,14330,Wed Jun 27 20:25:47 2018,14.0,document upload,document detail
12631,14330,Wed Jun 27 20:25:48 2018,NaN,reviewDocs/MTQzMzAtMTUzMDExMTM0Ng==,review-docs
12632,14330,Wed Jun 27 20:25:54 2018,NaN,group-library/478/,library
12633,14330,Wed Jun 27 20:25:54 2018,2.0,group-library/478/,group page
12634,14330,Wed Jun 27 20:25:56 2018,NaN,group-news/478,group news
12635,14330,Wed Jun 27 20:26:34 2018,NaN,main-home,main home
12636,14330,Wed Jun 27 20:26:37 2018,NaN,myGroups,mygroups
12637,14330,Wed Jun 27 20:26:38 2018,NaN,group-home/478,group home
12638,14330,Wed Jun 27 20:26:39 2018,2.0,group-home/478,group page
12639,14330,Wed Jun 27 20:26:40 2018,NaN,group-library/478/,library
12640,14330,Wed Jun 27 20:26:49 2018,2.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,group page
12641,14330,Wed Jun 27 20:26:50 2018,14.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,document detail
12642,14330,Wed Jun 27 20:28:49 2018,NaN,group-news/478,group news
12643,14330,Fri Jun 29 00:52:40 2018,NaN,main-home,main home
12644,14330,Fri Jun 29 00:56:02 2018,NaN,group-home/478,group home
12645,14330,Fri Jun 29 00:56:02 2018,2.0,group-home/478,group page
12646,14330,Fri Jun 29 00:56:10 2018,NaN,group-discussions/478,discussion
12647,14330,Fri Jun 29 00:56:16 2018,NaN,createDiscussions/478,create discussion
12648,14330,Fri Jun 29 00:58:35 2018,NaN,group-discussions/478,discussion
12649,14330,Fri Jun 29 01:02:33 2018,NaN,group-library/478/,library
12650,14330,Fri Jun 29 01:02:41 2018,2.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,group page
12651,14330,Fri Jun 29 01:02:42 2018,14.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,document detail
12652,14330,Fri Jun 29 01:03:03 2018,NaN,group-library/478/,library
12653,14330,Fri Jun 29 01:12:56 2018,2.0,document-reader/424e1b86-7b08-11e8-b504-022ab9c25860/478/30186/478/0/?tabval=full,group page
12654,14330,Fri Jun 29 01:12:58 2018,14.0,document-reader/424e1b86-7b08-11e8-b504-022ab9c25860/478/30186/478/0/?tabval=full,document detail
12655,14330,Fri Jun 29 01:13:25 2018,NaN,group-library/478/,library
12656,14330,Fri Jun 29 01:13:30 2018,2.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,group page
12657,14330,Fri Jun 29 01:13:31 2018,14.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,document detail
12658,14330,Fri Jun 29 01:13:47 2018,NaN,group-library/478/,library
12659,14330,Fri Jun 29 01:13:49 2018,2.0,document-reader/424e1b86-7b08-11e8-b504-022ab9c25860/478/30186/478/0/?tabval=full,group page
12660,14330,Fri Jun 29 01:13:50 2018,14.0,document-reader/424e1b86-7b08-11e8-b504-022ab9c25860/478/30186/478/0/?tabval=full,document detail
12661,14330,Fri Jun 29 01:14:13 2018,NaN,group-library/478/,library
12662,14330,Fri Jun 29 01:14:22 2018,2.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,group page
12663,14330,Fri Jun 29 01:14:23 2018,14.0,document-reader/2c6a1c3c-7a1a-11e8-b504-022ab9c25860/478/30158/478/0/?tabval=full,document detail
12664,14330,Fri Jun 29 01:14:30 2018,NaN,group-library/478/,library
12665,14330,Fri Jun 29 01:14:34 2018,NaN,group-discussions/478,discussion
12666,14330,Fri Jun 29 01:14:42 2018,NaN,group-library/478/,library
12667,14330,Fri Jun 29 01:14:50 2018,2.0,document-reader/424e1b86-7b08-11e8-b504-022ab9c25860/478/30186/478/0/?tabval=full,group page
12668,14330,Fri Jun 29 01:14:51 2018,14.0,document-reader/424e1b86-7b08-11e8-b504-022ab9c25860/478/30186/478/0/?tabval=full,document detail
12669,14330,Fri Jun 29 01:16:45 2018,NaN,group-library/478/,library
12670,14330,Fri Jun 29 19:08:08 2018,NaN,group-library/478/,library
12671,14330,Fri Jun 29 19:08:08 2018,2.0,group-library/478/,group page
12672,14330,Sat Jun 30 00:30:43 2018,NaN,myGroups,mygroups
12673,14330,Sat Jun 30 00:30:44 2018,NaN,group-home/41,group home
12674,14330,Sat Jun 30 00:30:45 2018,2.0,group-home/41,group page
12675,14330,Sat Jun 30 00:30:50 2018,NaN,group-events/41,events
12676,14363,Mon Jun 25 03:01:26 2018,NaN,main-home,main home
12677,14363,Mon Jun 25 03:27:37 2018,NaN,connections,connection
12678,14363,Mon Jun 25 03:28:42 2018,1.0,profile/866,profile page
12679,14363,Mon Jun 25 03:29:28 2018,NaN,main-home,main home
12680,14363,Mon Jun 25 03:29:32 2018,NaN,group-home/397,group home
12681,14363,Mon Jun 25 03:29:35 2018,2.0,group-home/397,group page
12682,14363,Mon Jun 25 03:30:10 2018,NaN,notification,notification
12683,14363,Mon Jun 25 03:30:27 2018,NaN,group-home/1865,group home
12684,14363,Mon Jun 25 03:30:30 2018,2.0,group-home/1865,group page
12685,14363,Mon Jun 25 03:30:56 2018,NaN,document-detail/5f581548-77c9-11e8-9f39-06e1b31daef4/1865/1865,document detail
12686,14363,Mon Jun 25 03:30:57 2018,2.0,document-reader/5f581548-77c9-11e8-9f39-06e1b31daef4/1865/30043/1865/0/?tabval=full,group page
12687,14363,Mon Jun 25 03:30:58 2018,14.0,document-reader/5f581548-77c9-11e8-9f39-06e1b31daef4/1865/30043/1865/0/?tabval=full,document detail
12688,14363,Mon Jun 25 21:38:41 2018,NaN,group-home/1865,group home
12689,14363,Mon Jun 25 22:10:16 2018,14.0,document upload,document detail
12690,14363,Mon Jun 25 22:10:16 2018,14.0,document upload,document detail
12691,14363,Mon Jun 25 22:10:49 2018,NaN,group-home/1865,group home
12692,14363,Mon Jun 25 23:00:44 2018,NaN,group-home/1865,group home
12693,14363,Mon Jun 25 23:00:44 2018,2.0,group-home/1865,group page
12694,14363,Tue Jun 26 03:10:00 2018,NaN,group-library/1865/,library
12695,14363,Tue Jun 26 21:36:58 2018,NaN,group-about/1865?track_id=5b300b04c803a06cb6670e7f&src=n,about page
12696,14363,Tue Jun 26 21:36:58 2018,2.0,group-about/1865,group page
12697,14363,Tue Jun 26 21:37:06 2018,NaN,search?search_text=equity&object_type=0,search
12698,14363,Tue Jun 26 21:39:03 2018,NaN,myGroups,mygroups
12699,14363,Tue Jun 26 21:39:10 2018,NaN,group-home/397,group home
12700,14363,Tue Jun 26 21:39:10 2018,2.0,group-home/397,group page
12701,14363,Tue Jun 26 21:39:19 2018,NaN,group-library/397/,library
12702,14363,Tue Jun 26 21:40:24 2018,NaN,group-library/397/1181,library
12703,14363,Tue Jun 26 21:41:25 2018,2.0,document-reader/a33740cf-a0a3-11e7-ac50-06307db28c16/397/22080/397/0/?tabval=full,group page
12704,14363,Tue Jun 26 21:41:26 2018,14.0,document-reader/a33740cf-a0a3-11e7-ac50-06307db28c16/397/22080/397/0/?tabval=full,document detail
12705,14363,Tue Jun 26 21:41:53 2018,NaN,group-library/397/1181,library
12706,14363,Tue Jun 26 21:41:59 2018,2.0,document-reader/2692c5aa-a06a-11e7-8285-021385a45d3c/397/22049/397/0/?tabval=full,group page
12707,14363,Tue Jun 26 21:42:00 2018,14.0,document-reader/2692c5aa-a06a-11e7-8285-021385a45d3c/397/22049/397/0/?tabval=full,document detail
12708,14363,Wed Jun 27 05:05:39 2018,NaN,group-library/397/1181,library
12709,14363,Wed Jun 27 05:05:45 2018,NaN,search?search_text=book%20chapter&object_type=0,search
12710,14364,Thu Jun  7 20:26:12 2018,3.0,discussions-reply/29782/?track_id=5b194735c803a02f87586d05&src=n,discussion page
12711,14364,Thu Jun  7 20:26:12 2018,2.0,discussions-reply/29782/,group page
12712,14364,Fri Jun  8 20:58:03 2018,3.0,discussions-reply/29782/?track_id=5b194735c803a02f87586d05&src=n,discussion page
12713,14364,Fri Jun  8 20:58:03 2018,2.0,discussions-reply/29782/,group page
12714,14381,Tue Jun 19 18:45:32 2018,NaN,email-notification?src=n,notification
12715,14382,Tue Jun 12 01:50:55 2018,2.0,document-reader/4f875411-6027-11e8-9f39-06e1b31daef4/1865/29604/1865/0/?tabval=full,group page
12716,14382,Tue Jun 12 01:50:59 2018,14.0,document-reader/4f875411-6027-11e8-9f39-06e1b31daef4/1865/29604/1865/0/?tabval=full,document detail
12717,14382,Sat Jun 16 19:42:05 2018,3.0,discussions-about/29931/?track_id=5b24de02c803a02f2240e657&src=n,discussion page
12718,14382,Sat Jun 16 19:42:06 2018,2.0,discussions-about/29931/,group page
12719,14382,Sat Jun 16 19:42:13 2018,NaN,document-detail/b1b52f46-714a-11e8-b504-022ab9c25860/1865/1865,document detail
12720,14382,Sat Jun 16 19:42:14 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,group page
12721,14382,Sat Jun 16 19:42:27 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,document detail
12722,14382,Mon Jun 18 08:08:44 2018,NaN,main-home,main home
12723,14382,Mon Jun 18 08:08:47 2018,NaN,document-detail/b1b52f46-714a-11e8-b504-022ab9c25860/1865/1865,document detail
12724,14382,Mon Jun 18 08:08:48 2018,2.0,document-detail/b1b52f46-714a-11e8-b504-022ab9c25860/1865/1865,group page
12725,14382,Mon Jun 18 08:08:49 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,group page
12726,14382,Mon Jun 18 08:08:52 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,document detail
12727,14382,Thu Jun 21 02:54:45 2018,NaN,main-home,main home
12728,14382,Thu Jun 21 02:54:50 2018,3.0,discussions-about/29931/0/,discussion page
12729,14382,Thu Jun 21 02:54:50 2018,2.0,discussions-about/29931/0/,group page
12730,14382,Thu Jun 21 02:54:54 2018,NaN,document-detail/b1b52f46-714a-11e8-b504-022ab9c25860/1865/1865,document detail
12731,14382,Thu Jun 21 02:54:56 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,group page
12732,14382,Thu Jun 21 02:55:02 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,document detail
12733,14382,Sat Jun 23 09:27:35 2018,2.0,document-reader/67d8ab2c-7689-11e8-9f39-06e1b31daef4/1865/30025/1865/,group page
12734,14382,Sat Jun 23 09:27:36 2018,14.0,document-reader/67d8ab2c-7689-11e8-9f39-06e1b31daef4/1865/30025/1865/?track_id=5b2daf89c803a0709a5a8808&src=n,document detail
12735,14382,Sun Jun 24 06:22:09 2018,NaN,main-home,main home
12736,14382,Sun Jun 24 06:22:17 2018,3.0,discussions-about/30027/,discussion page
12737,14382,Sun Jun 24 06:22:22 2018,NaN,group-home/1865,group home
12738,14382,Sun Jun 24 06:22:25 2018,2.0,group-home/1865,group page
12739,14382,Sun Jun 24 06:22:31 2018,3.0,discussions-about/30027/,discussion page
12740,14382,Sun Jun 24 06:22:53 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,group page
12741,14382,Sun Jun 24 06:22:57 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,document detail
12742,14382,Sun Jun 24 06:33:16 2018,3.0,discussions-about/30027/0/,discussion page
12743,14382,Sun Jun 24 06:33:42 2018,2.0,document-reader/67d8ab2c-7689-11e8-9f39-06e1b31daef4/1865/30025/1865/,group page
12744,14382,Sun Jun 24 06:33:45 2018,14.0,document-reader/67d8ab2c-7689-11e8-9f39-06e1b31daef4/1865/30025/1865/,document detail
12745,14382,Sun Jun 24 06:35:57 2018,3.0,discussions-about/30027/0/,discussion page
12746,14382,Mon Jun 25 04:12:05 2018,NaN,main-home,main home
12747,14382,Mon Jun 25 04:12:27 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,group page
12748,14382,Mon Jun 25 04:12:33 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,document detail
12749,14382,Mon Jun 25 04:22:33 2018,NaN,main-home,main home
12750,14382,Mon Jun 25 05:27:59 2018,NaN,main-home,main home
12751,14382,Mon Jun 25 05:28:34 2018,NaN,group-home/1865,group home
12752,14382,Mon Jun 25 05:28:34 2018,2.0,group-home/1865,group page
12753,14382,Tue Jun 26 00:36:49 2018,NaN,main-home,main home
12754,14382,Tue Jun 26 00:37:02 2018,NaN,group-home/1865,group home
12755,14382,Tue Jun 26 00:37:02 2018,2.0,group-home/1865,group page
12756,14382,Tue Jun 26 00:37:18 2018,3.0,discussions-about/30027/0/,discussion page
12757,14382,Tue Jun 26 00:37:24 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,group page
12758,14382,Tue Jun 26 00:37:30 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,document detail
12759,14382,Tue Jun 26 00:38:45 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/?tabval=anno,group page
12760,14382,Tue Jun 26 00:38:51 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/?tabval=anno,document detail
12761,14382,Tue Jun 26 19:37:49 2018,NaN,main-home,main home
12762,14382,Tue Jun 26 19:38:11 2018,3.0,discussions-about/30027/0/,discussion page
12763,14382,Tue Jun 26 19:38:11 2018,2.0,discussions-about/30027/0/,group page
12764,14382,Tue Jun 26 19:38:16 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,group page
12765,14382,Tue Jun 26 19:38:22 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,document detail
12766,14386,Wed Jun 20 18:56:58 2018,NaN,group-admin-members/1842?filter=requestedList&track_id=5b29ada2c803a077a108f6cc&src=n,group admin
12767,14386,Wed Jun 20 18:56:59 2018,2.0,group-admin-members/1842?filter=requestedList,group page
12768,14386,Wed Jun 20 19:03:30 2018,NaN,group-admin-members/1842,group admin
12769,14386,Wed Jun 20 19:03:34 2018,NaN,group-news/1842,group news
12770,14386,Wed Jun 20 19:03:46 2018,3.0,discussions-about/26259/0/,discussion page
12771,14386,Wed Jun 20 19:03:49 2018,NaN,main-home,main home
12772,14386,Wed Jun 20 19:03:59 2018,NaN,document-detail/c183d438-73e4-11e8-b504-022ab9c25860/967/967,document detail
12773,14386,Wed Jun 20 19:04:00 2018,2.0,document-detail/c183d438-73e4-11e8-b504-022ab9c25860/967/967,group page
12774,14386,Wed Jun 20 19:04:00 2018,2.0,document-reader/c183d438-73e4-11e8-b504-022ab9c25860/967/29952/967/0/?tabval=full,group page
12775,14386,Wed Jun 20 19:04:02 2018,14.0,document-reader/c183d438-73e4-11e8-b504-022ab9c25860/967/29952/967/0/?tabval=full,document detail
12776,14386,Wed Jun 27 00:37:08 2018,NaN,group-about/618,about page
12777,14386,Wed Jun 27 00:37:08 2018,2.0,group-about/618,group page
12778,14386,Wed Jun 27 00:37:21 2018,NaN,group-news/618,group news
12779,14386,Wed Jun 27 00:37:34 2018,NaN,myGroups,mygroups
12780,14386,Wed Jun 27 00:37:38 2018,NaN,group-news/618,group news
12781,14386,Wed Jun 27 00:37:39 2018,2.0,group-news/618,group page
12782,14386,Wed Jun 27 00:38:15 2018,NaN,myGroups,mygroups
12783,14386,Wed Jun 27 00:38:16 2018,NaN,group-home/967,group home
12784,14386,Wed Jun 27 00:38:18 2018,2.0,group-home/967,group page
12785,14386,Wed Jun 27 00:38:25 2018,NaN,myGroups,mygroups
12786,14386,Wed Jun 27 00:38:31 2018,NaN,group-home/994,group home
12787,14386,Wed Jun 27 00:38:32 2018,2.0,group-home/994,group page
12788,14386,Wed Jun 27 00:39:03 2018,NaN,group-discussions/994,discussion
12789,14386,Fri Jun 29 20:15:36 2018,2.0,discussions-about/30132/,group page
12790,14386,Fri Jun 29 20:15:36 2018,3.0,discussions-about/30132/,discussion page
12791,14433,Sun Jun 10 04:35:03 2018,NaN,main-home,main home
12792,14441,Wed Jun 27 19:33:08 2018,2.0,document-reader/36686181-7a07-11e8-9f39-06e1b31daef4/739/30154/739/,group page
12793,14441,Wed Jun 27 19:33:10 2018,14.0,document-reader/36686181-7a07-11e8-9f39-06e1b31daef4/739/30154/739/?track_id=5b338a5dc803a037bf3ceab3&src=n,document detail
12794,14445,Fri Jun 22 18:03:22 2018,3.0,discussions-about/29788/,discussion page
12795,14445,Fri Jun 22 18:03:22 2018,2.0,discussions-about/29788/,group page
12796,14446,Tue Jun 12 01:48:55 2018,NaN,group-about/1581,about page
12797,14446,Tue Jun 12 01:48:56 2018,2.0,group-about/1581,group page
12798,14446,Tue Jun 12 01:49:17 2018,NaN,myGroups,mygroups
12799,14446,Tue Jun 12 01:49:18 2018,NaN,group-home/1865,group home
12800,14446,Tue Jun 12 01:49:22 2018,2.0,group-home/1865,group page
12801,14446,Tue Jun 12 01:49:49 2018,NaN,document-detail/4f875411-6027-11e8-9f39-06e1b31daef4/1865/1865,document detail
12802,14446,Tue Jun 12 01:49:51 2018,2.0,document-reader/4f875411-6027-11e8-9f39-06e1b31daef4/1865/29604/1865/0/?tabval=full,group page
12803,14446,Tue Jun 12 01:49:55 2018,14.0,document-reader/4f875411-6027-11e8-9f39-06e1b31daef4/1865/29604/1865/0/?tabval=full,document detail
12804,14446,Tue Jun 12 03:46:36 2018,NaN,main-home,main home
12805,14446,Tue Jun 12 03:46:59 2018,NaN,myGroups,mygroups
12806,14446,Tue Jun 12 03:47:11 2018,NaN,group-home/1865,group home
12807,14446,Tue Jun 12 03:47:11 2018,2.0,group-home/1865,group page
12808,14446,Tue Jun 12 03:47:33 2018,NaN,group-library/1865/,library
12809,14446,Tue Jun 12 03:48:34 2018,2.0,document-reader/4f875411-6027-11e8-9f39-06e1b31daef4/1865/29604/1865/0/,group page
12810,14446,Tue Jun 12 03:48:37 2018,14.0,document-reader/4f875411-6027-11e8-9f39-06e1b31daef4/1865/29604/1865/0/,document detail
12811,14446,Mon Jun 18 01:26:33 2018,NaN,document-detail/b1b52f46-714a-11e8-b504-022ab9c25860/1865/1865,document detail
12812,14446,Mon Jun 18 01:26:34 2018,2.0,document-detail/b1b52f46-714a-11e8-b504-022ab9c25860/1865/1865,group page
12813,14446,Mon Jun 18 01:26:35 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,group page
12814,14446,Mon Jun 18 01:26:39 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,document detail
12815,14446,Thu Jun 21 02:54:54 2018,NaN,group-about/1581,about page
12816,14446,Thu Jun 21 02:54:54 2018,2.0,group-about/1581,group page
12817,14446,Thu Jun 21 02:55:06 2018,NaN,group-home/1865,group home
12818,14446,Thu Jun 21 02:55:06 2018,2.0,group-home/1865,group page
12819,14446,Thu Jun 21 02:55:14 2018,NaN,document-detail/b1b52f46-714a-11e8-b504-022ab9c25860/1865/1865,document detail
12820,14446,Thu Jun 21 02:55:15 2018,2.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,group page
12821,14446,Thu Jun 21 02:55:19 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/0/?tabval=full,document detail
12822,14446,Mon Jun 25 21:31:37 2018,NaN,pendingConnections?track_id=5b31085fc803a054c41c962c&src=n,pending connection
12823,14446,Mon Jun 25 21:32:17 2018,NaN,connections,connection
12824,14534,Wed Jun 20 02:27:41 2018,NaN,main-home,main home
12825,14534,Wed Jun 20 02:28:05 2018,NaN,myGroups,mygroups
12826,14534,Wed Jun 20 02:28:08 2018,NaN,group-home/662,group home
12827,14534,Wed Jun 20 02:28:09 2018,2.0,group-home/662,group page
12828,14534,Wed Jun 20 02:28:43 2018,NaN,search?search_text=mosquito&groups=662,search
12829,14534,Wed Jun 20 02:28:44 2018,2.0,search?search_text=mosquito&groups=662&my_groups_only=&limit=5&offset=0,group page
12830,14534,Wed Jun 20 02:29:00 2018,NaN,myGroups,mygroups
12831,14534,Wed Jun 20 02:29:05 2018,NaN,group-home/662,group home
12832,14534,Wed Jun 20 02:29:05 2018,2.0,group-home/662,group page
12833,14534,Wed Jun 20 02:29:11 2018,NaN,search?search_text=tick&groups=662,search
